UnitPrice,Discount,ShippingCost,Description,Year,Quarter,Month,DateofWeek,Hour,Country,PaymentMethod,Category,ShipmentProvider,WarehouseLocation,Predicted_Quantity
15.6,0.04,11.76,Headphones,2022,Q3,Jul,Mon,8,Belgium,Credit Card,Furniture,Royal Mail,Rome,24.94371351
73.29,0.46,18.97,Headphones,2022,Q3,Sep,Thu,9,Germany,paypall,Accessories,Royal Mail,London,24.94371351
80.66,0.23,13.6,Headphones,2022,Q4,Dec,Sat,11,Belgium,paypall,Furniture,Royal Mail,,24.28334483
45.56,0.08,23.46,Headphones,2020,Q1,Jan,Fri,8,Sweden,paypall,Furniture,DHL,Rome,24.94371351
65.05,0.16,14.06,Headphones,2020,Q1,Mar,Sat,14,United States,paypall,Stationery,UPS,Paris,24.94371351
43.86,0.12,28.93,Headphones,2020,Q2,Jun,Mon,9,Italy,paypall,Stationery,UPS,Berlin,24.94371351
38.17,0.43,22.41,Headphones,2020,Q2,Jun,Sat,13,Norway,Bank Transfer,Stationery,Royal Mail,Amsterdam,24.94371351
84.98,0.22,17.85,Headphones,2020,Q3,Sep,Wed,23,Sweden,Bank Transfer,Accessories,FedEx,Amsterdam,24.94371351
41.52,0.06,25.19,Headphones,2020,Q4,Dec,Wed,19,Australia,Bank Transfer,Apparel,DHL,London,24.94371351
34.27,0.43,13.92,Headphones,2021,Q3,Aug,Fri,7,Netherlands,Credit Card,Accessories,FedEx,Paris,24.94371351
75.82,0.47,28.19,Headphones,2022,Q1,Jan,Tue,16,Spain,Bank Transfer,Electronics,UPS,Rome,24.94371351
40.93,0.33,14.36,Headphones,2022,Q2,Jun,Fri,10,France,paypall,Furniture,UPS,,24.28334483
46.34,0.46,17.95,Headphones,2022,Q3,Sep,Fri,13,Spain,Bank Transfer,Furniture,Royal Mail,London,24.94371351
17.31,0.21,14.83,Headphones,2020,Q1,Mar,Sun,4,France,Bank Transfer,Stationery,UPS,Paris,24.94371351
29.07,0.35,19.91,Headphones,2020,Q2,Jun,Wed,10,Belgium,Bank Transfer,Furniture,UPS,London,24.94371351
42.75,0.12,9.05,Headphones,2020,Q2,May,Sun,11,Portugal,Credit Card,Electronics,UPS,Paris,24.94371351
47.85,0.12,16.64,Headphones,2020,Q3,Sep,Sat,14,United States,paypall,Electronics,DHL,Berlin,24.94371351
79.47,0.42,12.27,Headphones,2020,Q4,Nov,Sat,23,Australia,Bank Transfer,Stationery,Royal Mail,Amsterdam,24.94371351
21,0.33,23.19,Headphones,2020,Q4,Oct,Mon,10,United Kingdom,Bank Transfer,Electronics,Royal Mail,Amsterdam,24.94371351
73.32,0.2,9.3,Headphones,2020,Q4,Oct,Sat,23,Netherlands,paypall,Electronics,DHL,London,24.94371351
49.85,0.05,16.42,Headphones,2021,Q2,May,Sat,17,United Kingdom,Bank Transfer,Apparel,UPS,London,24.94371351
29.99,0.27,19.97,Headphones,2022,Q1,Jan,Sat,21,Germany,Bank Transfer,Furniture,UPS,Paris,24.94371351
11.87,0.11,7.17,Headphones,2022,Q3,Sep,Sat,15,Germany,Bank Transfer,Apparel,DHL,London,24.94371351
28.74,0.28,18.09,Headphones,2022,Q4,Dec,Fri,6,Norway,paypall,Stationery,UPS,,25.08931056
54.25,0.19,15.37,Headphones,2020,Q1,Feb,Mon,19,Belgium,Credit Card,Apparel,FedEx,London,24.94371351
36.13,0.34,14.95,Headphones,2020,Q1,Jan,Sat,10,Italy,Credit Card,Apparel,DHL,Berlin,24.94371351
88.33,0.46,21.57,Headphones,2020,Q2,Apr,Sun,17,United Kingdom,paypall,Accessories,Royal Mail,Amsterdam,24.94371351
92.23,0.13,21.25,Headphones,2020,Q3,Jul,Thu,17,Germany,Credit Card,Electronics,FedEx,Paris,24.94371351
32.56,0.19,27.76,Headphones,2021,Q2,May,Thu,5,Portugal,Bank Transfer,Apparel,UPS,Rome,24.94371351
24.07,0.3,10.98,Headphones,2021,Q3,Aug,Tue,9,Belgium,Credit Card,Stationery,FedEx,Amsterdam,24.94371351
75.95,0.44,23.64,Headphones,2021,Q4,Dec,Sun,22,United States,Credit Card,Accessories,FedEx,Amsterdam,24.94371351
76.99,0.21,6,Headphones,2021,Q4,Nov,Wed,17,Sweden,paypall,Accessories,DHL,Rome,24.94371351
78.38,0.06,13.91,Headphones,2022,Q3,Aug,Thu,17,United States,Bank Transfer,Electronics,DHL,Rome,24.94371351
64.08,0.02,21.39,Headphones,2022,Q4,Dec,Sat,19,Australia,Bank Transfer,Accessories,UPS,Amsterdam,24.94371351
45.28,0.17,26.03,Headphones,2020,Q1,Feb,Mon,9,Netherlands,Bank Transfer,Stationery,DHL,London,24.94371351
28.4,0.2,15.85,Headphones,2020,Q2,Apr,Thu,17,Portugal,paypall,Accessories,DHL,Paris,24.94371351
85.61,0.37,18.2,Headphones,2020,Q2,Jun,Mon,14,France,paypall,Furniture,FedEx,Amsterdam,24.94371351
16.72,0.06,7.23,Headphones,2020,Q2,May,Sat,7,Norway,Credit Card,Electronics,DHL,Amsterdam,24.94371351
30.42,0.13,28.04,Headphones,2021,Q1,Feb,Fri,17,Belgium,paypall,Furniture,FedEx,Paris,24.94371351
85.94,0.08,15,Headphones,2022,Q1,Jan,Sat,16,Netherlands,Bank Transfer,Accessories,UPS,Paris,24.94371351
58.4,0.01,14.7,Headphones,2022,Q4,Oct,Mon,19,Sweden,paypall,Furniture,FedEx,Amsterdam,24.94371351
35.06,0.12,8.31,Headphones,2020,Q3,Aug,Tue,8,Portugal,paypall,Accessories,FedEx,Amsterdam,24.94371351
61.75,0.2,12.34,Headphones,2020,Q3,Sep,Tue,11,Portugal,Credit Card,Electronics,DHL,London,24.94371351
77.98,0.11,13.9,Headphones,2020,Q4,Oct,Sat,1,Australia,paypall,Stationery,FedEx,London,24.94371351
2.89,0.29,7.36,Headphones,2021,Q1,Feb,Thu,16,Norway,paypall,Furniture,Royal Mail,London,24.94371351
23.6,0.26,5.69,Headphones,2021,Q1,Mar,Mon,15,Sweden,Bank Transfer,Apparel,Royal Mail,Berlin,24.94371351
50.9,0.08,8.83,Headphones,2021,Q1,Mar,Thu,8,Italy,paypall,Electronics,Royal Mail,Paris,24.94371351
8.63,0.2,21.26,Headphones,2021,Q2,Apr,Mon,22,Italy,Bank Transfer,Apparel,Royal Mail,Amsterdam,24.94371351
29.48,0.04,21.72,Headphones,2021,Q3,Sep,Sun,6,France,paypall,Apparel,FedEx,Amsterdam,24.94371351
5.23,0.16,5.12,Headphones,2021,Q4,Nov,Tue,22,United Kingdom,paypall,Apparel,DHL,Amsterdam,24.94371351
6.11,0.24,17.43,Headphones,2022,Q1,Mar,Sat,13,Germany,paypall,Accessories,FedEx,Paris,24.94371351
32.86,0.41,20.6,Headphones,2022,Q2,May,Wed,22,Netherlands,Credit Card,Electronics,FedEx,Berlin,24.94371351
52.94,0.35,25.51,Headphones,2022,Q3,Aug,Wed,19,Portugal,Credit Card,Apparel,UPS,Berlin,24.94371351
82.29,0.36,11.85,Headphones,2022,Q3,Sep,Thu,15,Portugal,Credit Card,Apparel,FedEx,Rome,24.94371351
76.2,0.36,24.95,Headphones,2020,Q3,Aug,Tue,18,Portugal,Bank Transfer,Stationery,UPS,Amsterdam,24.94371351
83.78,0.25,25.13,Headphones,2020,Q3,Jul,Fri,15,Australia,Bank Transfer,Accessories,UPS,Rome,24.94371351
74.44,0.26,9.43,Headphones,2020,Q3,Jul,Thu,2,Norway,paypall,Accessories,FedEx,Berlin,24.94371351
99.5,0.19,29.41,Headphones,2020,Q4,Nov,Sat,15,Norway,Bank Transfer,Accessories,Royal Mail,Amsterdam,24.94371351
17.52,0.39,22.32,Headphones,2021,Q2,Apr,Wed,6,United States,Bank Transfer,Accessories,DHL,Paris,24.94371351
59.93,0.46,13.94,Headphones,2021,Q3,Jul,Tue,12,France,Bank Transfer,Stationery,DHL,Berlin,24.94371351
88.9,0.34,8.09,Headphones,2021,Q3,Jul,Tue,22,United Kingdom,Bank Transfer,Furniture,Royal Mail,Amsterdam,24.94371351
42.85,0.18,7.48,Headphones,2022,Q2,Jun,Wed,23,Netherlands,Credit Card,Furniture,Royal Mail,London,24.94371351
45.55,0.29,8.51,Headphones,2021,Q1,Jan,Tue,11,Belgium,Bank Transfer,Furniture,Royal Mail,London,24.94371351
76.26,0.49,5.05,Headphones,2022,Q3,Aug,Wed,13,Spain,Credit Card,Apparel,FedEx,Amsterdam,24.94371351
40.69,0.43,9.79,Headphones,2020,Q1,Mar,Sat,9,Sweden,Bank Transfer,Furniture,Royal Mail,Amsterdam,24.94371351
99.45,0.46,29.1,Headphones,2020,Q1,Mar,Sat,17,Italy,paypall,Accessories,Royal Mail,Paris,24.94371351
7.62,0.41,9.79,Headphones,2020,Q2,May,Mon,10,Portugal,Credit Card,Apparel,DHL,London,24.94371351
89.84,0.11,18.02,Headphones,2020,Q4,Dec,Thu,18,Australia,Credit Card,Furniture,Royal Mail,Berlin,24.94371351
93.95,0.11,5.11,Headphones,2021,Q1,Jan,Mon,6,Germany,Bank Transfer,Electronics,UPS,Rome,24.94371351
73.51,0.23,15.29,Headphones,2021,Q2,May,Mon,6,United Kingdom,paypall,Accessories,FedEx,Amsterdam,24.94371351
56.81,0.04,7.06,Headphones,2021,Q3,Jul,Thu,5,Spain,Bank Transfer,Electronics,UPS,Berlin,24.94371351
39.23,0.2,16.37,Headphones,2021,Q4,Oct,Tue,6,United States,paypall,Electronics,UPS,Paris,24.94371351
60.79,0.34,18.28,Headphones,2022,Q1,Mar,Wed,16,Spain,Bank Transfer,Electronics,Royal Mail,Berlin,24.94371351
85.59,0.17,29.44,Headphones,2022,Q4,Nov,Wed,0,France,Credit Card,Apparel,UPS,Rome,24.94371351
18.61,0.08,22.24,Headphones,2020,Q1,Feb,Sun,20,Norway,paypall,Furniture,Royal Mail,Amsterdam,24.94371351
75.07,0.42,25.4,Headphones,2020,Q4,Dec,Sun,21,Australia,Credit Card,Stationery,DHL,Amsterdam,24.94371351
61,0.12,8.84,Headphones,2020,Q4,Nov,Sat,23,Italy,Credit Card,Stationery,Royal Mail,London,24.94371351
18.57,0.43,27.51,Headphones,2020,Q4,Oct,Sat,19,Germany,Bank Transfer,Stationery,DHL,London,24.94371351
95.64,0.48,24.36,Headphones,2021,Q2,Apr,Sat,7,Germany,Credit Card,Accessories,DHL,Rome,24.94371351
69.44,0.03,9.92,Headphones,2021,Q2,Apr,Wed,7,United States,Credit Card,Furniture,FedEx,London,24.94371351
3.33,0.26,15.99,Headphones,2022,Q1,Jan,Thu,23,Sweden,Bank Transfer,Apparel,FedEx,London,24.94371351
95.21,0.43,27.96,Headphones,2022,Q1,Mar,Thu,18,Portugal,paypall,Stationery,DHL,Berlin,24.94371351
41.83,0.11,16.5,Headphones,2022,Q3,Aug,Fri,20,Netherlands,paypall,Apparel,UPS,Amsterdam,24.94371351
2.87,0.01,5.6,Headphones,2022,Q3,Jul,Wed,13,Sweden,paypall,Electronics,FedEx,London,24.94371351
27.76,0.21,6.59,Headphones,2022,Q3,Sep,Tue,6,Belgium,paypall,Apparel,Royal Mail,Paris,24.94371351
81.27,0.38,18.13,Headphones,2022,Q4,Dec,Fri,7,Belgium,Bank Transfer,Furniture,Royal Mail,Rome,24.94371351
58.96,0.33,21.55,Headphones,2022,Q4,Nov,Tue,14,Sweden,paypall,Apparel,DHL,Berlin,24.94371351
48.9,0.17,12.09,Headphones,2020,Q3,Aug,Mon,5,United States,Bank Transfer,Accessories,FedEx,Paris,24.94371351
21.64,0.24,10.13,Headphones,2020,Q3,Aug,Mon,21,United States,Bank Transfer,Furniture,FedEx,Paris,24.94371351
56.61,0.22,12.42,Headphones,2020,Q3,Jul,Sun,0,United States,paypall,Stationery,FedEx,Amsterdam,24.94371351
45.33,0.34,19.4,Headphones,2020,Q4,Dec,Mon,12,Italy,Bank Transfer,Furniture,Royal Mail,Amsterdam,24.94371351
43.04,0.26,5.44,Headphones,2020,Q4,Dec,Wed,0,United States,paypall,Furniture,UPS,Paris,24.94371351
95.81,0.07,9.76,Headphones,2021,Q4,Dec,Sat,2,Portugal,Credit Card,Electronics,FedEx,London,24.94371351
79.31,0.1,28.87,Headphones,2022,Q3,Sep,Wed,21,Netherlands,Bank Transfer,Electronics,UPS,Amsterdam,24.94371351
42.67,0.16,14.04,Headphones,2021,Q2,May,Sat,21,Netherlands,Credit Card,Accessories,UPS,Amsterdam,24.94371351
32.63,0.35,26.48,Headphones,2021,Q2,May,Wed,23,Germany,Credit Card,Accessories,Royal Mail,Paris,24.94371351
6.08,0.49,15.11,Headphones,2021,Q3,Sep,Fri,9,Norway,paypall,Accessories,DHL,Amsterdam,24.94371351
6.68,0.22,25.45,Headphones,2021,Q4,Dec,Sun,11,United States,Credit Card,Stationery,FedEx,Berlin,24.94371351
35.83,0.29,10.05,Headphones,2021,Q4,Nov,Sat,2,France,paypall,Stationery,DHL,Rome,24.94371351
84.08,0.1,11.02,Headphones,2022,Q1,Mar,Sun,5,Italy,Bank Transfer,Apparel,UPS,Amsterdam,24.94371351
8.03,0.5,18.51,Headphones,2022,Q4,Dec,Fri,23,Portugal,Credit Card,Accessories,UPS,Amsterdam,24.94371351
68.41,0.26,23.82,Headphones,2022,Q4,Nov,Sat,20,Australia,Credit Card,Furniture,UPS,London,24.94371351
44.78,0.21,17.94,Headphones,2020,Q1,Feb,Fri,12,Sweden,Credit Card,Furniture,Royal Mail,Paris,24.94371351
3.41,0.37,24.41,Headphones,2020,Q1,Mar,Thu,21,United States,paypall,Furniture,Royal Mail,Amsterdam,24.94371351
9.11,0.38,5.97,Headphones,2020,Q2,Jun,Tue,21,Australia,Bank Transfer,Furniture,DHL,Rome,24.94371351
42.46,0.38,19.58,Headphones,2020,Q3,Jul,Tue,17,Norway,Credit Card,Electronics,FedEx,London,24.94371351
64.1,0.23,20.42,Headphones,2020,Q4,Oct,Sun,17,United States,Credit Card,Accessories,DHL,London,24.94371351
69.64,0.3,5.49,Headphones,2020,Q4,Oct,Tue,19,Germany,Bank Transfer,Apparel,Royal Mail,Rome,24.94371351
78.67,0.49,23.34,Headphones,2021,Q1,Jan,Tue,23,Norway,Bank Transfer,Electronics,FedEx,Rome,24.94371351
91.51,0.03,24.67,Headphones,2022,Q1,Jan,Thu,10,Australia,Bank Transfer,Accessories,Royal Mail,Paris,24.94371351
23.32,0.02,13.61,Headphones,2022,Q2,Jun,Wed,12,Spain,Bank Transfer,Apparel,Royal Mail,Amsterdam,24.94371351
55.02,0.41,6.45,Headphones,2022,Q2,May,Mon,9,United Kingdom,Credit Card,Apparel,UPS,Rome,24.94371351
76.52,0.26,23.48,Headphones,2022,Q4,Dec,Mon,2,Italy,Bank Transfer,Electronics,FedEx,Berlin,24.94371351
80.72,0.44,17.56,Headphones,2022,Q4,Oct,Mon,22,Italy,paypall,Stationery,DHL,Amsterdam,24.94371351
8.2,0.42,23.54,Headphones,2022,Q4,Oct,Sat,13,Belgium,paypall,Furniture,UPS,Rome,24.94371351
74.14,0.04,25.21,Headphones,2020,Q2,Jun,Mon,0,Italy,paypall,Furniture,FedEx,Amsterdam,24.94371351
59.54,0,22.72,Headphones,2020,Q2,May,Sat,5,Portugal,Credit Card,Accessories,DHL,Paris,24.94371351
39.86,0.34,26.61,Headphones,2021,Q2,Apr,Sat,0,Belgium,Bank Transfer,Electronics,DHL,Berlin,24.94371351
8.59,0.12,6.82,Headphones,2021,Q2,Apr,Sat,9,Belgium,Credit Card,Electronics,FedEx,Rome,24.94371351
52.07,0.29,6.94,Headphones,2021,Q3,Jul,Tue,1,France,Credit Card,Electronics,Royal Mail,London,24.94371351
64.72,0.07,17.09,Headphones,2021,Q3,Sep,Fri,8,Netherlands,paypall,Stationery,UPS,Amsterdam,24.94371351
38.97,0.26,26.29,Headphones,2021,Q3,Sep,Sun,9,Belgium,Credit Card,Apparel,DHL,London,24.94371351
77,0.06,20.52,Headphones,2022,Q1,Mar,Mon,5,Portugal,paypall,Accessories,Royal Mail,London,24.94371351
13.42,0.04,10.59,Headphones,2022,Q2,May,Tue,21,United Kingdom,paypall,Electronics,Royal Mail,Rome,24.94371351
58.54,0.21,26.57,Headphones,2022,Q3,Sep,Sun,5,France,Credit Card,Accessories,Royal Mail,Paris,24.94371351
85.43,0.25,20.31,Headphones,2022,Q3,Sep,Wed,2,Italy,Credit Card,Apparel,Royal Mail,Amsterdam,24.94371351
50.33,0.36,26.96,Headphones,2022,Q4,Nov,Tue,19,United States,Credit Card,Accessories,FedEx,Rome,24.94371351
99.05,0.24,14.34,Headphones,2020,Q1,Jan,Mon,16,Portugal,Bank Transfer,Apparel,Royal Mail,Paris,24.94371351
56.62,0.1,11.79,Headphones,2020,Q1,Mar,Tue,21,Sweden,paypall,Accessories,UPS,London,24.94371351
46.33,0.13,14.27,Headphones,2020,Q2,Apr,Mon,4,United Kingdom,paypall,Accessories,FedEx,Amsterdam,24.94371351
53.07,0.26,26.01,Headphones,2020,Q3,Aug,Thu,20,Spain,Credit Card,Electronics,Royal Mail,Paris,24.94371351
44.17,0.03,9.41,Headphones,2020,Q4,Nov,Sun,22,France,paypall,Accessories,Royal Mail,Paris,24.94371351
58.57,0.15,24.82,Headphones,2021,Q1,Feb,Fri,22,Norway,paypall,Furniture,UPS,London,24.94371351
99.24,0.1,23.44,Headphones,2021,Q1,Feb,Wed,3,Spain,paypall,Apparel,DHL,Rome,24.94371351
3.63,0.08,22.09,Headphones,2021,Q3,Sep,Thu,6,Portugal,Credit Card,Furniture,Royal Mail,Berlin,24.94371351
88.77,0.31,7.25,Headphones,2021,Q4,Nov,Sat,10,Sweden,paypall,Stationery,Royal Mail,Paris,24.94371351
98.64,0.15,22.25,Headphones,2021,Q4,Oct,Wed,22,Germany,paypall,Electronics,UPS,Rome,24.94371351
9.13,0.26,15.88,Headphones,2022,Q1,Jan,Fri,0,Spain,Bank Transfer,Accessories,UPS,Paris,24.94371351
77.46,0.28,19.28,Headphones,2022,Q3,Sep,Tue,23,Norway,Bank Transfer,Apparel,UPS,Amsterdam,24.94371351
23.88,0.17,26.28,Headphones,2022,Q4,Oct,Tue,5,United Kingdom,Credit Card,Furniture,UPS,Amsterdam,24.94371351
17.79,0.01,27.15,Headphones,2022,Q4,Oct,Tue,9,Australia,Credit Card,Apparel,UPS,Amsterdam,24.94371351
41.98,0.07,11.8,Headphones,2020,Q3,Aug,Sun,13,Australia,Credit Card,Apparel,Royal Mail,London,24.94371351
51.87,0.39,15.14,Headphones,2020,Q3,Jul,Wed,0,Sweden,Bank Transfer,Apparel,Royal Mail,Berlin,24.94371351
57.22,0.43,12.45,Headphones,2020,Q4,Oct,Thu,17,Belgium,Credit Card,Accessories,UPS,London,24.94371351
20.25,0.42,27.85,Headphones,2020,Q4,Oct,Wed,5,France,Bank Transfer,Accessories,FedEx,Berlin,24.94371351
32.26,0.06,20.26,Headphones,2021,Q2,Apr,Sat,6,Italy,Bank Transfer,Apparel,FedEx,Berlin,24.94371351
28.72,0.43,12.69,Headphones,2021,Q3,Jul,Fri,12,Belgium,paypall,Accessories,Royal Mail,Berlin,24.94371351
72.88,0.44,12.47,Headphones,2021,Q3,Jul,Tue,17,Australia,Credit Card,Electronics,DHL,Rome,24.94371351
47.26,0.09,7.03,Headphones,2021,Q3,Sep,Sat,3,Portugal,Credit Card,Electronics,FedEx,London,24.94371351
47.56,0.11,10.76,Headphones,2021,Q4,Oct,Fri,7,Sweden,Bank Transfer,Apparel,UPS,Amsterdam,24.94371351
76.75,0.31,7.69,Headphones,2021,Q4,Oct,Sat,0,Germany,Bank Transfer,Stationery,FedEx,Rome,24.94371351
8.26,0.06,27.04,Headphones,2022,Q1,Mar,Mon,15,Australia,Bank Transfer,Electronics,DHL,Paris,24.94371351
83,0.02,11.51,Headphones,2022,Q1,Mar,Thu,10,France,Credit Card,Accessories,DHL,Amsterdam,24.94371351
15.18,0.24,24.21,Headphones,2022,Q2,Apr,Sun,14,United States,Credit Card,Accessories,DHL,Paris,24.94371351
63.4,0.42,25.62,Headphones,2022,Q2,May,Tue,0,Spain,Bank Transfer,Stationery,Royal Mail,Paris,24.94371351
17.3,0.26,29.46,Headphones,2022,Q3,Sep,Thu,2,France,Credit Card,Furniture,Royal Mail,Paris,24.94371351
53.67,0.24,12.55,Headphones,2020,Q1,Feb,Fri,12,France,Credit Card,Apparel,FedEx,Rome,24.94371351
25.64,0.02,11.07,Headphones,2020,Q1,Feb,Tue,4,Sweden,paypall,Accessories,FedEx,London,24.94371351
94.94,0.13,12.11,Headphones,2020,Q2,Jun,Sun,17,Italy,Bank Transfer,Electronics,UPS,Paris,24.94371351
82.46,0.06,22.24,Headphones,2021,Q2,May,Sat,4,Portugal,Credit Card,Stationery,Royal Mail,Berlin,24.94371351
87.99,0.2,10.51,Headphones,2021,Q4,Dec,Mon,8,United States,paypall,Apparel,FedEx,Berlin,24.94371351
5.97,0.15,29.23,Headphones,2021,Q4,Oct,Sun,17,Germany,paypall,Stationery,FedEx,Paris,24.94371351
92.47,0.12,14.55,Headphones,2022,Q2,Jun,Wed,6,United States,Bank Transfer,Apparel,Royal Mail,Berlin,24.94371351
75.04,0.31,16.45,Headphones,2022,Q3,Aug,Fri,0,Portugal,Credit Card,Stationery,Royal Mail,Berlin,24.94371351
80.57,0.11,28.43,Headphones,2020,Q2,Jun,Fri,21,Sweden,Credit Card,Electronics,Royal Mail,London,24.94371351
72.74,0.49,10.12,Headphones,2022,Q1,Jan,Fri,1,Italy,Bank Transfer,Apparel,DHL,London,24.94371351
94.13,0.13,20.2,Headphones,2022,Q1,Mar,Thu,2,France,Credit Card,Stationery,DHL,Rome,24.94371351
55.24,0.06,8.7,Headphones,2022,Q2,Apr,Thu,11,United Kingdom,Credit Card,Electronics,UPS,Berlin,24.94371351
79.34,0.15,10.1,Headphones,2022,Q4,Oct,Tue,7,United States,Credit Card,Electronics,Royal Mail,London,24.94371351
18.06,0.12,5.36,Headphones,2020,Q2,May,Sat,11,Italy,Credit Card,Stationery,DHL,Paris,24.94371351
72.03,0.05,5.21,Headphones,2020,Q4,Dec,Mon,6,Belgium,Credit Card,Stationery,FedEx,London,24.94371351
3.49,0.43,9.32,Headphones,2020,Q4,Dec,Sat,9,Norway,Bank Transfer,Electronics,FedEx,Berlin,24.94371351
95.46,0.18,24.57,Headphones,2020,Q4,Oct,Thu,2,Australia,Credit Card,Stationery,DHL,Rome,24.94371351
90.78,0.38,16.59,Headphones,2021,Q2,May,Mon,9,Belgium,Bank Transfer,Furniture,DHL,Rome,24.94371351
22.91,0.21,20.39,Headphones,2021,Q3,Sep,Wed,22,Norway,paypall,Accessories,DHL,Berlin,24.94371351
20.25,0.21,12.25,Headphones,2022,Q2,Apr,Mon,0,Sweden,paypall,Furniture,Royal Mail,Amsterdam,24.94371351
60.82,0.26,22.75,Headphones,2022,Q2,May,Fri,20,Germany,paypall,Stationery,Royal Mail,London,24.94371351
42.84,0.34,29.34,Headphones,2022,Q2,May,Sat,9,Sweden,Credit Card,Accessories,FedEx,Amsterdam,24.94371351
3.23,0.39,17.39,Headphones,2022,Q3,Jul,Sun,5,Portugal,Credit Card,Stationery,UPS,London,24.94371351
11.64,0.03,10.33,Headphones,2022,Q4,Oct,Mon,10,Portugal,Credit Card,Electronics,FedEx,Amsterdam,24.94371351
56.44,0.33,14.5,Headphones,2020,Q2,Jun,Tue,0,United Kingdom,Credit Card,Stationery,UPS,London,24.94371351
22.17,0.34,9.76,Headphones,2020,Q4,Nov,Sat,10,Belgium,paypall,Accessories,DHL,Berlin,24.94371351
40.5,0.22,28.08,Headphones,2021,Q2,May,Sun,11,France,Credit Card,Accessories,FedEx,Amsterdam,24.94371351
88.13,0.28,17.36,Headphones,2021,Q3,Aug,Sun,12,Belgium,Bank Transfer,Furniture,FedEx,Amsterdam,24.94371351
80.41,0.27,15.43,Headphones,2021,Q4,Oct,Wed,17,United States,Bank Transfer,Electronics,DHL,Paris,24.94371351
94.06,0.43,9.45,Headphones,2022,Q1,Jan,Mon,23,Spain,paypall,Apparel,FedEx,Berlin,24.94371351
62.75,0.44,19.78,Headphones,2022,Q1,Jan,Tue,23,Australia,Credit Card,Accessories,DHL,,25.43718287
91.58,0.02,10.65,Headphones,2022,Q1,Jan,Wed,23,Belgium,Credit Card,Stationery,FedEx,Amsterdam,24.94371351
26.83,0.12,16.47,Headphones,2022,Q2,May,Thu,18,France,Bank Transfer,Accessories,UPS,London,24.94371351
96.18,0.1,19.55,Headphones,2022,Q3,Aug,Mon,13,Germany,Bank Transfer,Furniture,UPS,Paris,24.94371351
44.7,0.48,10.76,Headphones,2022,Q4,Nov,Sat,10,France,Bank Transfer,Stationery,DHL,Amsterdam,24.94371351
61.36,0.33,6.57,Headphones,2022,Q4,Nov,Thu,19,Norway,Bank Transfer,Apparel,FedEx,Rome,24.94371351
2.82,0.32,8.07,Headphones,2020,Q2,May,Sun,5,United Kingdom,Credit Card,Furniture,UPS,Rome,24.94371351
94.78,0.04,16.68,Headphones,2020,Q2,May,Thu,2,France,Credit Card,Apparel,UPS,London,24.94371351
5.87,0.05,7.5,Headphones,2021,Q2,Apr,Sun,9,Norway,Bank Transfer,Apparel,UPS,Amsterdam,24.94371351
23.81,0.41,9.99,Headphones,2021,Q2,May,Fri,20,Germany,Credit Card,Apparel,FedEx,Berlin,24.94371351
50.56,0.01,13.98,Headphones,2021,Q4,Dec,Tue,5,France,Bank Transfer,Electronics,Royal Mail,Amsterdam,24.94371351
48.89,0.16,5.34,Headphones,2021,Q4,Nov,Tue,6,Belgium,paypall,Accessories,UPS,Rome,24.94371351
15.34,0.07,16.27,Headphones,2022,Q1,Feb,Tue,19,Italy,Bank Transfer,Furniture,FedEx,Rome,24.94371351
49.78,0.23,16.47,Headphones,2020,Q3,Jul,Fri,14,Australia,Credit Card,Accessories,Royal Mail,London,24.94371351
62.4,0.34,8.95,Headphones,2020,Q4,Dec,Thu,4,Germany,paypall,Furniture,FedEx,London,24.94371351
93.83,0.49,25.8,Headphones,2021,Q4,Nov,Tue,20,Spain,paypall,Apparel,FedEx,Paris,24.94371351
25.46,0.39,18.49,Headphones,2021,Q4,Nov,Wed,9,United Kingdom,Bank Transfer,Stationery,UPS,Berlin,24.94371351
88.58,0.39,13.9,Headphones,2022,Q3,Jul,Mon,17,France,paypall,Apparel,DHL,Paris,24.94371351
25.45,0.43,15.12,Headphones,2022,Q3,Jul,Sat,6,Spain,Credit Card,Electronics,UPS,London,24.94371351
5.1,0.46,29.8,Headphones,2022,Q3,Sep,Tue,16,France,Bank Transfer,Apparel,Royal Mail,Berlin,24.94371351
67.58,0.39,25.77,Headphones,2020,Q1,Feb,Fri,14,Portugal,paypall,Accessories,FedEx,Rome,24.94371351
39.01,0.31,24.12,Headphones,2020,Q2,Jun,Sat,15,United States,paypall,Electronics,Royal Mail,Paris,24.94371351
18.72,0.28,10.07,Headphones,2020,Q3,Aug,Mon,4,Netherlands,Bank Transfer,Furniture,FedEx,London,24.94371351
9.82,0.25,26.61,Headphones,2020,Q3,Sep,Fri,1,Norway,Bank Transfer,Furniture,UPS,Berlin,24.94371351
41.04,0.01,8.59,Headphones,2020,Q4,Oct,Tue,13,Australia,paypall,Furniture,Royal Mail,Amsterdam,24.94371351
13.34,0.1,20.61,Headphones,2021,Q2,Apr,Sat,6,Portugal,paypall,Apparel,FedEx,London,24.94371351
73.36,0.45,24.69,Headphones,2021,Q2,Jun,Tue,8,United States,paypall,Apparel,Royal Mail,Berlin,24.94371351
26.75,0.43,17.23,Headphones,2022,Q1,Jan,Sun,3,Sweden,paypall,Stationery,DHL,Amsterdam,24.94371351
62.89,0.19,24.36,Headphones,2022,Q2,May,Wed,6,Spain,paypall,Accessories,FedEx,Rome,24.94371351
