Date,Year,Quarter,Month,Day,ProductName,Category,Quantity,Price,Discount,UnitsReturned,Location,Platform
2021/2/1,2021,Q1,February,1,Ashwagandha,Herbal,186,34.74,0.02,2,Canada,Walmart
2021/2/1,2021,Q1,February,1,Melatonin,Sleep Aid,150,32.1,0.08,1,UK,Walmart
2021/2/1,2021,Q1,February,1,Biotin,Vitamin,153,48.05,0.18,1,UK,Walmart
2021/2/1,2021,Q1,February,1,Green Tea Extract,Fat Burner,179,26.18,0.05,2,Canada,iHerb
2021/2/1,2021,Q1,February,1,Iron Supplement,Mineral,136,44.85,0.14,1,USA,Amazon
2021/2/1,2021,Q1,February,1,Electrolyte Powder,Hydration,147,10.29,0.02,3,Canada,Amazon
2021/2/8,2021,Q1,February,8,Whey Protein,Protein,129,56,0.07,1,UK,Walmart
2021/2/8,2021,Q1,February,8,Vitamin C,Vitamin,152,57.1,0.18,0,Canada,iHerb
2021/2/8,2021,Q1,February,8,Fish Oil,Omega,156,33.54,0.01,0,Canada,iHerb
2021/2/8,2021,Q1,February,8,Multivitamin,Vitamin,161,25.08,0.1,3,USA,Walmart
2021/2/8,2021,Q1,February,8,Pre-Workout,Performance,159,15.88,0.06,3,Canada,Walmart
2021/2/8,2021,Q1,February,8,BCAA,Amino Acid,153,39.82,0.09,3,UK,iHerb
2021/2/8,2021,Q1,February,8,Creatine,Performance,151,16.45,0.13,4,USA,Walmart
2021/2/8,2021,Q1,February,8,Zinc,Mineral,143,48.2,0.06,0,UK,Amazon
2021/2/8,2021,Q1,February,8,Collagen Peptides,Protein,131,19.98,0.09,1,Canada,Amazon
2021/2/8,2021,Q1,February,8,Magnesium,Mineral,158,30.32,0.12,2,Canada,Walmart
2021/2/8,2021,Q1,February,8,Ashwagandha,Herbal,163,50.39,0.17,2,USA,iHerb
2021/2/8,2021,Q1,February,8,Melatonin,Sleep Aid,157,16.92,0.17,1,USA,Walmart
2021/2/8,2021,Q1,February,8,Biotin,Vitamin,155,55.34,0.15,0,Canada,Amazon
2021/2/8,2021,Q1,February,8,Green Tea Extract,Fat Burner,148,49.71,0.12,3,UK,Walmart
2021/2/8,2021,Q1,February,8,Iron Supplement,Mineral,141,54.93,0.22,2,USA,iHerb
2021/2/8,2021,Q1,February,8,Electrolyte Powder,Hydration,165,53.25,0.08,0,UK,iHerb
2021/2/15,2021,Q1,February,15,Whey Protein,Protein,140,22.56,0.08,0,USA,Walmart
2021/2/15,2021,Q1,February,15,Vitamin C,Vitamin,142,32.09,0.09,2,Canada,iHerb
2021/2/15,2021,Q1,February,15,Fish Oil,Omega,168,26.6,0.19,0,UK,Walmart
2021/2/15,2021,Q1,February,15,Multivitamin,Vitamin,134,50.39,0.06,0,USA,Amazon
2021/2/15,2021,Q1,February,15,Pre-Workout,Performance,134,41.69,0.06,1,UK,Walmart
2021/2/15,2021,Q1,February,15,BCAA,Amino Acid,151,21.66,0.22,1,Canada,Amazon
2021/2/15,2021,Q1,February,15,Creatine,Performance,157,28.63,0.09,2,Canada,iHerb
2021/2/15,2021,Q1,February,15,Zinc,Mineral,128,20.89,0.17,2,UK,Amazon
2021/2/15,2021,Q1,February,15,Collagen Peptides,Protein,152,43.09,0.09,3,Canada,Walmart
2021/2/15,2021,Q1,February,15,Magnesium,Mineral,142,47.27,0.09,1,Canada,Walmart
2021/2/15,2021,Q1,February,15,Ashwagandha,Herbal,149,56.5,0.14,2,UK,Amazon
2021/2/15,2021,Q1,February,15,Melatonin,Sleep Aid,169,21.6,0.18,3,USA,iHerb
2021/2/15,2021,Q1,February,15,Biotin,Vitamin,165,14.47,0.11,1,USA,Walmart
2021/2/15,2021,Q1,February,15,Green Tea Extract,Fat Burner,142,13.78,0.21,1,Canada,Walmart
2021/2/15,2021,Q1,February,15,Iron Supplement,Mineral,153,26.87,0.02,4,Canada,iHerb
2021/2/15,2021,Q1,February,15,Electrolyte Powder,Hydration,162,21.18,0.23,1,USA,iHerb
2021/2/22,2021,Q1,February,22,Whey Protein,Protein,136,57.19,0,0,Canada,Walmart
2021/2/22,2021,Q1,February,22,Vitamin C,Vitamin,174,15.66,0.14,3,UK,iHerb
2021/2/22,2021,Q1,February,22,Fish Oil,Omega,156,59.64,0.1,1,USA,Amazon
2021/2/22,2021,Q1,February,22,Multivitamin,Vitamin,152,14.32,0,1,Canada,iHerb
2021/2/22,2021,Q1,February,22,Pre-Workout,Performance,164,59.96,0.07,1,UK,Walmart
2021/2/22,2021,Q1,February,22,BCAA,Amino Acid,136,24.26,0.2,3,UK,iHerb
2021/2/22,2021,Q1,February,22,Creatine,Performance,167,15.64,0.22,2,USA,Walmart
2021/2/22,2021,Q1,February,22,Zinc,Mineral,136,24.36,0.18,1,UK,Walmart
2021/2/22,2021,Q1,February,22,Collagen Peptides,Protein,145,35.16,0.08,2,UK,Walmart
2021/2/22,2021,Q1,February,22,Magnesium,Mineral,162,37.53,0.21,1,USA,iHerb
2021/2/22,2021,Q1,February,22,Ashwagandha,Herbal,146,33.37,0.07,4,USA,Walmart
2021/2/22,2021,Q1,February,22,Melatonin,Sleep Aid,143,36.34,0.01,0,Canada,iHerb
2021/2/22,2021,Q1,February,22,Biotin,Vitamin,139,31.66,0.2,2,UK,iHerb
2021/2/22,2021,Q1,February,22,Green Tea Extract,Fat Burner,147,25.82,0.19,0,UK,Walmart
2021/2/22,2021,Q1,February,22,Iron Supplement,Mineral,149,21.78,0.23,3,UK,iHerb
2021/2/22,2021,Q1,February,22,Electrolyte Powder,Hydration,158,36.02,0.24,4,UK,Amazon
2021/3/1,2021,Q1,March,1,Whey Protein,Protein,139,19.86,0.05,2,Canada,Walmart
2021/3/1,2021,Q1,March,1,Vitamin C,Vitamin,147,14.45,0.13,3,USA,iHerb
2021/3/1,2021,Q1,March,1,Fish Oil,Omega,169,28.33,0.15,0,UK,Amazon
2021/3/1,2021,Q1,March,1,Multivitamin,Vitamin,136,14.27,0.23,0,UK,Walmart
2021/3/1,2021,Q1,March,1,Pre-Workout,Performance,147,39.95,0.02,0,Canada,iHerb
2021/3/1,2021,Q1,March,1,BCAA,Amino Acid,173,49.06,0,1,UK,Walmart
2021/3/1,2021,Q1,March,1,Creatine,Performance,155,55.48,0.16,0,Canada,iHerb
2021/3/1,2021,Q1,March,1,Zinc,Mineral,128,25.17,0.1,0,UK,Walmart
2021/3/1,2021,Q1,March,1,Collagen Peptides,Protein,153,35.15,0.02,2,USA,Amazon
2021/3/1,2021,Q1,March,1,Magnesium,Mineral,144,31.73,0.05,0,Canada,Walmart
2021/3/1,2021,Q1,March,1,Ashwagandha,Herbal,160,48.36,0.05,1,UK,Walmart
2021/3/1,2021,Q1,March,1,Melatonin,Sleep Aid,149,56.59,0.05,1,UK,Amazon
2021/3/1,2021,Q1,March,1,Biotin,Vitamin,135,33.03,0.23,3,Canada,Amazon
2021/3/1,2021,Q1,March,1,Green Tea Extract,Fat Burner,146,54.81,0.2,0,USA,Walmart
2021/3/1,2021,Q1,March,1,Iron Supplement,Mineral,143,21.49,0.05,0,UK,Walmart
2021/3/1,2021,Q1,March,1,Electrolyte Powder,Hydration,155,12.62,0.06,3,Canada,Walmart
2021/3/8,2021,Q1,March,8,Whey Protein,Protein,165,30.8,0.24,1,UK,Amazon
2021/3/8,2021,Q1,March,8,Vitamin C,Vitamin,139,18.64,0.09,3,USA,Amazon
2021/3/8,2021,Q1,March,8,Fish Oil,Omega,154,56.72,0.01,0,UK,iHerb
2021/3/8,2021,Q1,March,8,Multivitamin,Vitamin,152,11.98,0.1,2,UK,Walmart
2021/3/8,2021,Q1,March,8,Pre-Workout,Performance,157,26.03,0.02,1,USA,iHerb
2021/3/8,2021,Q1,March,8,BCAA,Amino Acid,149,48.32,0.12,1,UK,Amazon
2021/3/8,2021,Q1,March,8,Creatine,Performance,162,43.65,0.01,2,UK,Walmart
2021/3/8,2021,Q1,March,8,Zinc,Mineral,160,21.43,0.22,0,UK,iHerb
2021/3/8,2021,Q1,March,8,Collagen Peptides,Protein,159,32.34,0,3,USA,Amazon
2021/3/8,2021,Q1,March,8,Magnesium,Mineral,145,43.87,0.18,4,UK,Amazon
2021/3/8,2021,Q1,March,8,Ashwagandha,Herbal,151,57.69,0.16,1,UK,iHerb
2021/3/8,2021,Q1,March,8,Melatonin,Sleep Aid,134,28.11,0.17,1,USA,iHerb
2021/3/8,2021,Q1,March,8,Biotin,Vitamin,138,13.03,0.1,1,USA,iHerb
2021/3/8,2021,Q1,March,8,Green Tea Extract,Fat Burner,148,51.4,0.19,0,UK,Amazon
2021/3/8,2021,Q1,March,8,Iron Supplement,Mineral,138,56.74,0.21,3,USA,iHerb
2021/3/8,2021,Q1,March,8,Electrolyte Powder,Hydration,143,33.54,0.04,0,Canada,iHerb
2021/3/15,2021,Q1,March,15,Whey Protein,Protein,177,22,0.02,4,USA,Amazon
2021/3/15,2021,Q1,March,15,Vitamin C,Vitamin,153,55.58,0.09,2,UK,Walmart
2021/3/15,2021,Q1,March,15,Fish Oil,Omega,118,51.56,0.19,1,Canada,iHerb
2021/3/15,2021,Q1,March,15,Multivitamin,Vitamin,146,10.01,0.06,0,USA,iHerb
2021/3/15,2021,Q1,March,15,Pre-Workout,Performance,141,23.98,0.05,1,Canada,Walmart
2021/3/15,2021,Q1,March,15,BCAA,Amino Acid,166,13.93,0.09,2,UK,iHerb
2021/3/15,2021,Q1,March,15,Creatine,Performance,152,57.98,0.2,2,USA,Amazon
2021/3/15,2021,Q1,March,15,Zinc,Mineral,150,59.22,0.1,0,Canada,iHerb
2021/3/15,2021,Q1,March,15,Collagen Peptides,Protein,156,39.29,0.15,1,UK,Walmart
2021/3/15,2021,Q1,March,15,Magnesium,Mineral,164,32.43,0.13,2,Canada,Amazon
2021/3/15,2021,Q1,March,15,Ashwagandha,Herbal,161,42.3,0.04,4,UK,Amazon
2021/3/15,2021,Q1,March,15,Melatonin,Sleep Aid,146,11.02,0.05,1,Canada,Amazon
2021/3/15,2021,Q1,March,15,Biotin,Vitamin,167,56.49,0.12,1,USA,iHerb
2021/3/15,2021,Q1,March,15,Green Tea Extract,Fat Burner,133,22.35,0.22,3,UK,Walmart
2021/3/15,2021,Q1,March,15,Iron Supplement,Mineral,176,43.85,0.19,0,UK,Amazon
2021/3/15,2021,Q1,March,15,Electrolyte Powder,Hydration,154,34.88,0.04,0,Canada,iHerb
2021/3/22,2021,Q1,March,22,Whey Protein,Protein,145,41.16,0.02,1,UK,Walmart
2021/3/22,2021,Q1,March,22,Vitamin C,Vitamin,137,41.87,0.14,2,USA,Walmart
2021/3/22,2021,Q1,March,22,Fish Oil,Omega,144,31.64,0.12,2,UK,Amazon
2021/3/22,2021,Q1,March,22,Multivitamin,Vitamin,154,14.29,0.02,3,UK,Walmart
2021/3/22,2021,Q1,March,22,Pre-Workout,Performance,157,27.84,0.15,3,UK,Amazon
2021/3/22,2021,Q1,March,22,BCAA,Amino Acid,120,54.49,0,0,UK,Walmart
2021/3/22,2021,Q1,March,22,Creatine,Performance,141,11.41,0.06,3,Canada,Walmart
2021/3/22,2021,Q1,March,22,Zinc,Mineral,147,55.91,0.1,0,Canada,Amazon
2021/3/22,2021,Q1,March,22,Collagen Peptides,Protein,151,50.22,0.02,2,USA,Amazon
2021/3/22,2021,Q1,March,22,Magnesium,Mineral,152,16.12,0.13,3,UK,Walmart
2021/3/22,2021,Q1,March,22,Ashwagandha,Herbal,147,13.52,0.07,1,UK,iHerb
2021/3/22,2021,Q1,March,22,Melatonin,Sleep Aid,176,33.04,0.17,0,Canada,iHerb
2021/3/22,2021,Q1,March,22,Biotin,Vitamin,149,53.34,0.16,2,UK,Walmart
2021/3/22,2021,Q1,March,22,Green Tea Extract,Fat Burner,134,16.63,0.19,1,Canada,Amazon
2021/3/22,2021,Q1,March,22,Iron Supplement,Mineral,173,47.69,0.05,1,UK,iHerb
2021/3/22,2021,Q1,March,22,Electrolyte Powder,Hydration,154,15.2,0.24,3,USA,Amazon
2021/3/29,2021,Q1,March,29,Whey Protein,Protein,141,35.92,0.12,1,Canada,Amazon
2021/3/29,2021,Q1,March,29,Vitamin C,Vitamin,153,30.55,0.16,2,Canada,Walmart
2021/3/29,2021,Q1,March,29,Fish Oil,Omega,158,52.99,0.11,1,USA,Amazon
2021/3/29,2021,Q1,March,29,Multivitamin,Vitamin,140,54.34,0.09,2,UK,Walmart
2021/3/29,2021,Q1,March,29,Pre-Workout,Performance,131,59.58,0.19,0,UK,Walmart
2021/3/29,2021,Q1,March,29,BCAA,Amino Acid,150,30.48,0.2,2,UK,iHerb
2021/3/29,2021,Q1,March,29,Creatine,Performance,140,39.63,0.09,1,USA,iHerb
2021/3/29,2021,Q1,March,29,Zinc,Mineral,154,34.32,0.13,0,UK,Amazon
2021/3/29,2021,Q1,March,29,Collagen Peptides,Protein,162,16.55,0.19,4,Canada,Walmart
2021/3/29,2021,Q1,March,29,Magnesium,Mineral,177,16.78,0.13,0,USA,iHerb
2021/3/29,2021,Q1,March,29,Ashwagandha,Herbal,173,22.64,0.1,1,Canada,Walmart
2021/3/29,2021,Q1,March,29,Melatonin,Sleep Aid,161,18.54,0.07,1,UK,iHerb
2021/3/29,2021,Q1,March,29,Biotin,Vitamin,135,38.29,0.18,3,UK,iHerb
2021/3/29,2021,Q1,March,29,Green Tea Extract,Fat Burner,140,25.11,0.22,4,USA,iHerb
2021/3/29,2021,Q1,March,29,Iron Supplement,Mineral,165,57.37,0.11,0,UK,iHerb
2021/3/29,2021,Q1,March,29,Electrolyte Powder,Hydration,148,37.19,0.08,1,USA,Amazon
2021/4/5,2021,Q2,April,5,Whey Protein,Protein,154,43.1,0.11,3,UK,Amazon
2021/4/5,2021,Q2,April,5,Vitamin C,Vitamin,169,36.6,0.07,0,Canada,iHerb
2021/4/5,2021,Q2,April,5,Fish Oil,Omega,156,18.15,0.2,3,UK,Amazon
2021/4/5,2021,Q2,April,5,Multivitamin,Vitamin,170,55.2,0.08,2,Canada,Amazon
2021/4/5,2021,Q2,April,5,Pre-Workout,Performance,123,46.02,0.11,0,UK,Amazon
2021/4/5,2021,Q2,April,5,BCAA,Amino Acid,138,10.02,0.2,0,Canada,Walmart
2021/4/5,2021,Q2,April,5,Creatine,Performance,138,34.24,0.09,1,Canada,Walmart
2021/4/5,2021,Q2,April,5,Zinc,Mineral,166,14.73,0.19,2,USA,iHerb
2021/4/5,2021,Q2,April,5,Collagen Peptides,Protein,152,17.02,0.16,0,Canada,iHerb
2021/4/5,2021,Q2,April,5,Magnesium,Mineral,150,24.18,0.24,3,UK,iHerb
2021/4/5,2021,Q2,April,5,Ashwagandha,Herbal,158,15.31,0.12,0,Canada,Amazon
2021/4/5,2021,Q2,April,5,Melatonin,Sleep Aid,149,41.97,0.03,1,Canada,iHerb
2021/4/5,2021,Q2,April,5,Biotin,Vitamin,142,12.03,0.23,3,UK,Amazon
2021/4/5,2021,Q2,April,5,Green Tea Extract,Fat Burner,142,11.56,0.24,1,UK,Amazon
2021/4/5,2021,Q2,April,5,Iron Supplement,Mineral,143,13.32,0.25,0,Canada,iHerb
2021/4/5,2021,Q2,April,5,Electrolyte Powder,Hydration,156,57.45,0.06,1,Canada,Amazon
2021/4/12,2021,Q2,April,12,Whey Protein,Protein,149,13.4,0.05,0,USA,iHerb
2021/4/12,2021,Q2,April,12,Vitamin C,Vitamin,159,38.67,0.05,3,USA,iHerb
2021/4/12,2021,Q2,April,12,Fish Oil,Omega,175,27.62,0.06,0,Canada,iHerb
2021/4/12,2021,Q2,April,12,Multivitamin,Vitamin,141,36.68,0.24,1,UK,Amazon
2021/4/12,2021,Q2,April,12,Pre-Workout,Performance,157,35.63,0.07,1,Canada,Walmart
2021/4/12,2021,Q2,April,12,BCAA,Amino Acid,149,57.03,0.08,0,UK,Walmart
2021/4/12,2021,Q2,April,12,Creatine,Performance,150,18.42,0.19,5,Canada,iHerb
2021/4/12,2021,Q2,April,12,Zinc,Mineral,176,53.77,0.18,1,USA,iHerb
2021/4/12,2021,Q2,April,12,Collagen Peptides,Protein,151,34.01,0.09,1,Canada,Amazon
2021/4/12,2021,Q2,April,12,Magnesium,Mineral,153,55.05,0.17,2,USA,iHerb
2021/4/12,2021,Q2,April,12,Ashwagandha,Herbal,131,16.05,0.02,1,UK,Walmart
2021/4/12,2021,Q2,April,12,Melatonin,Sleep Aid,146,14.46,0.11,0,Canada,Walmart
2021/4/12,2021,Q2,April,12,Biotin,Vitamin,157,14.74,0.24,1,Canada,Walmart
2021/4/12,2021,Q2,April,12,Green Tea Extract,Fat Burner,147,11.23,0.2,1,Canada,Walmart
2021/4/12,2021,Q2,April,12,Iron Supplement,Mineral,142,18.12,0.22,2,UK,Walmart
2021/4/12,2021,Q2,April,12,Electrolyte Powder,Hydration,140,44.53,0.14,1,USA,Amazon
2021/4/19,2021,Q2,April,19,Whey Protein,Protein,145,43.48,0.24,0,Canada,Walmart
2021/4/19,2021,Q2,April,19,Vitamin C,Vitamin,153,32.33,0.06,3,USA,Amazon
2021/4/19,2021,Q2,April,19,Fish Oil,Omega,149,25.24,0.05,0,USA,iHerb
2021/4/19,2021,Q2,April,19,Multivitamin,Vitamin,158,44.5,0.1,1,USA,Walmart
2021/4/19,2021,Q2,April,19,Pre-Workout,Performance,149,15.03,0.08,2,Canada,Amazon
2021/4/19,2021,Q2,April,19,BCAA,Amino Acid,156,33.01,0.05,1,UK,Walmart
2021/4/19,2021,Q2,April,19,Creatine,Performance,139,23.98,0.03,2,USA,iHerb
2021/4/19,2021,Q2,April,19,Zinc,Mineral,128,42.24,0.08,2,UK,iHerb
2021/4/19,2021,Q2,April,19,Collagen Peptides,Protein,152,42.54,0.03,1,USA,Walmart
2021/4/19,2021,Q2,April,19,Magnesium,Mineral,148,40.2,0.22,6,UK,Amazon
2021/4/19,2021,Q2,April,19,Ashwagandha,Herbal,154,21.26,0.06,1,UK,Walmart
2021/4/19,2021,Q2,April,19,Melatonin,Sleep Aid,145,28.41,0.09,1,Canada,iHerb
2021/4/19,2021,Q2,April,19,Biotin,Vitamin,164,40.71,0.08,3,USA,iHerb
2021/4/19,2021,Q2,April,19,Green Tea Extract,Fat Burner,150,34.86,0.17,0,Canada,Walmart
2021/4/19,2021,Q2,April,19,Iron Supplement,Mineral,166,27.15,0.03,1,UK,Amazon
2021/4/19,2021,Q2,April,19,Electrolyte Powder,Hydration,150,43.93,0.11,4,UK,Walmart
2021/4/26,2021,Q2,April,26,Whey Protein,Protein,153,15.47,0.1,1,USA,Amazon
2021/4/26,2021,Q2,April,26,Vitamin C,Vitamin,152,13.92,0.02,3,Canada,iHerb
2021/4/26,2021,Q2,April,26,Fish Oil,Omega,139,37.14,0.21,0,Canada,Walmart
2021/4/26,2021,Q2,April,26,Multivitamin,Vitamin,134,57.32,0.1,1,UK,iHerb
2021/4/26,2021,Q2,April,26,Pre-Workout,Performance,154,51.85,0.25,0,UK,Amazon
2021/4/26,2021,Q2,April,26,BCAA,Amino Acid,133,51.03,0.07,0,USA,Walmart
2021/4/26,2021,Q2,April,26,Creatine,Performance,161,28.47,0.13,2,Canada,Walmart
2021/4/26,2021,Q2,April,26,Zinc,Mineral,158,40.63,0.15,2,Canada,Amazon
2021/4/26,2021,Q2,April,26,Collagen Peptides,Protein,155,14.23,0.03,1,UK,Amazon
2021/4/26,2021,Q2,April,26,Magnesium,Mineral,150,45.06,0.2,1,Canada,iHerb
2021/4/26,2021,Q2,April,26,Ashwagandha,Herbal,147,19.59,0.02,2,UK,Walmart
2021/4/26,2021,Q2,April,26,Melatonin,Sleep Aid,141,45.2,0.24,1,UK,Amazon
2021/4/26,2021,Q2,April,26,Biotin,Vitamin,156,41.53,0.11,0,Canada,Walmart
2021/4/26,2021,Q2,April,26,Green Tea Extract,Fat Burner,150,50.53,0.18,2,Canada,Walmart
2021/4/26,2021,Q2,April,26,Iron Supplement,Mineral,133,35.02,0.22,3,UK,Walmart
2021/4/26,2021,Q2,April,26,Electrolyte Powder,Hydration,151,47.32,0,0,UK,iHerb
2021/5/3,2021,Q2,May,3,Whey Protein,Protein,153,55.83,0.18,2,UK,Amazon
2021/5/3,2021,Q2,May,3,Vitamin C,Vitamin,146,16.01,0.13,2,UK,Amazon
2021/5/3,2021,Q2,May,3,Fish Oil,Omega,147,36.09,0.02,0,USA,Walmart
2021/5/3,2021,Q2,May,3,Multivitamin,Vitamin,164,54.74,0.03,5,Canada,Amazon
2021/5/3,2021,Q2,May,3,Pre-Workout,Performance,139,59.87,0.07,2,USA,Walmart
2021/5/3,2021,Q2,May,3,BCAA,Amino Acid,137,55.2,0.08,2,UK,iHerb
2021/5/3,2021,Q2,May,3,Creatine,Performance,138,26.82,0.05,1,Canada,Walmart
2021/5/3,2021,Q2,May,3,Zinc,Mineral,146,32.42,0.08,2,USA,iHerb
2021/5/3,2021,Q2,May,3,Collagen Peptides,Protein,165,17.86,0.17,2,UK,Amazon
2021/5/3,2021,Q2,May,3,Magnesium,Mineral,155,32.02,0.23,2,USA,Walmart
2021/5/3,2021,Q2,May,3,Ashwagandha,Herbal,150,26.28,0.25,2,UK,Walmart
2021/5/3,2021,Q2,May,3,Melatonin,Sleep Aid,120,41.17,0.01,0,Canada,Amazon
2021/5/3,2021,Q2,May,3,Biotin,Vitamin,148,31.91,0.07,0,USA,Amazon
2021/5/3,2021,Q2,May,3,Green Tea Extract,Fat Burner,157,20.01,0.08,2,UK,Amazon
2021/5/3,2021,Q2,May,3,Iron Supplement,Mineral,128,13.66,0.2,2,USA,Amazon
2021/5/3,2021,Q2,May,3,Electrolyte Powder,Hydration,160,43.47,0.12,2,USA,Walmart
2021/5/10,2021,Q2,May,10,Whey Protein,Protein,161,27.88,0.07,2,USA,Walmart
2021/5/10,2021,Q2,May,10,Vitamin C,Vitamin,157,27.12,0.19,2,USA,iHerb
2021/5/10,2021,Q2,May,10,Fish Oil,Omega,167,35.88,0.14,2,UK,Amazon
2021/5/10,2021,Q2,May,10,Multivitamin,Vitamin,184,12.67,0.23,2,USA,iHerb
2021/5/10,2021,Q2,May,10,Pre-Workout,Performance,154,14.68,0.19,2,UK,Walmart
2021/5/10,2021,Q2,May,10,BCAA,Amino Acid,143,51.89,0.02,3,USA,iHerb
2021/5/10,2021,Q2,May,10,Creatine,Performance,141,56.8,0.17,1,UK,Amazon
2021/5/10,2021,Q2,May,10,Zinc,Mineral,157,23.86,0.25,2,Canada,Amazon
2021/5/10,2021,Q2,May,10,Collagen Peptides,Protein,155,12.46,0.01,2,Canada,Walmart
2021/5/10,2021,Q2,May,10,Magnesium,Mineral,160,52.04,0.01,1,Canada,Amazon
2021/5/10,2021,Q2,May,10,Ashwagandha,Herbal,140,13.62,0.24,0,UK,iHerb
2021/5/10,2021,Q2,May,10,Melatonin,Sleep Aid,171,59.28,0.14,4,Canada,iHerb
2021/5/10,2021,Q2,May,10,Biotin,Vitamin,169,14.81,0.11,4,USA,Walmart
2021/5/10,2021,Q2,May,10,Green Tea Extract,Fat Burner,151,17.06,0,3,Canada,iHerb
2021/5/10,2021,Q2,May,10,Iron Supplement,Mineral,130,55.73,0.05,2,Canada,Walmart
2021/5/10,2021,Q2,May,10,Electrolyte Powder,Hydration,129,18.2,0.18,1,UK,Amazon
2021/5/17,2021,Q2,May,17,Whey Protein,Protein,149,18.56,0.19,1,UK,Walmart
2021/5/17,2021,Q2,May,17,Vitamin C,Vitamin,156,44.41,0.03,1,Canada,Walmart
2021/5/17,2021,Q2,May,17,Fish Oil,Omega,140,23.1,0.22,3,UK,Walmart
2021/5/17,2021,Q2,May,17,Multivitamin,Vitamin,138,14.39,0.1,2,UK,Amazon
2021/5/17,2021,Q2,May,17,Pre-Workout,Performance,156,24.13,0.09,0,UK,iHerb
2021/5/17,2021,Q2,May,17,BCAA,Amino Acid,158,45.44,0.06,1,Canada,Walmart
2021/5/17,2021,Q2,May,17,Creatine,Performance,144,27.05,0.2,3,Canada,iHerb
2021/5/17,2021,Q2,May,17,Zinc,Mineral,151,11.54,0.22,0,UK,iHerb
2021/5/17,2021,Q2,May,17,Collagen Peptides,Protein,176,27.1,0.23,0,UK,Walmart
2021/5/17,2021,Q2,May,17,Magnesium,Mineral,153,20.97,0.11,2,UK,Walmart
2021/5/17,2021,Q2,May,17,Ashwagandha,Herbal,158,56.84,0.04,1,USA,Walmart
2021/5/17,2021,Q2,May,17,Melatonin,Sleep Aid,141,16.15,0.25,1,UK,iHerb
2021/5/17,2021,Q2,May,17,Biotin,Vitamin,133,45.97,0.21,0,Canada,Walmart
2021/5/17,2021,Q2,May,17,Green Tea Extract,Fat Burner,124,31.58,0.06,1,USA,Amazon
2021/5/17,2021,Q2,May,17,Iron Supplement,Mineral,141,55.3,0.14,1,USA,Amazon
2021/5/17,2021,Q2,May,17,Electrolyte Powder,Hydration,146,46.38,0.11,3,Canada,iHerb
2021/5/24,2021,Q2,May,24,Whey Protein,Protein,176,38.03,0.02,1,UK,Walmart
2021/5/24,2021,Q2,May,24,Vitamin C,Vitamin,147,53.83,0.04,1,USA,Amazon
2021/5/24,2021,Q2,May,24,Fish Oil,Omega,154,29.15,0.22,2,Canada,iHerb
2021/5/24,2021,Q2,May,24,Multivitamin,Vitamin,148,33.23,0.21,2,UK,Amazon
2021/5/24,2021,Q2,May,24,Pre-Workout,Performance,163,15.92,0,1,Canada,Walmart
2021/5/24,2021,Q2,May,24,BCAA,Amino Acid,157,24.79,0.12,1,USA,Amazon
2021/5/24,2021,Q2,May,24,Creatine,Performance,147,16.82,0.05,0,USA,Walmart
2021/5/24,2021,Q2,May,24,Zinc,Mineral,138,41.36,0.08,4,USA,iHerb
2021/5/24,2021,Q2,May,24,Collagen Peptides,Protein,138,27.89,0,3,USA,Amazon
2021/5/24,2021,Q2,May,24,Magnesium,Mineral,168,37.18,0.16,1,Canada,Walmart
2021/5/24,2021,Q2,May,24,Ashwagandha,Herbal,155,12.7,0.11,2,UK,iHerb
2021/5/24,2021,Q2,May,24,Melatonin,Sleep Aid,167,51.13,0.05,1,Canada,iHerb
2021/5/24,2021,Q2,May,24,Biotin,Vitamin,143,17.52,0.13,2,UK,iHerb
2021/5/24,2021,Q2,May,24,Green Tea Extract,Fat Burner,148,52.44,0.18,1,USA,iHerb
2021/5/24,2021,Q2,May,24,Iron Supplement,Mineral,141,38.85,0.06,1,Canada,Amazon
2021/5/24,2021,Q2,May,24,Electrolyte Powder,Hydration,162,59.6,0.03,3,UK,iHerb
2021/5/31,2021,Q2,May,31,Whey Protein,Protein,146,54.03,0.1,1,UK,iHerb
2021/5/31,2021,Q2,May,31,Vitamin C,Vitamin,122,22.24,0.17,0,Canada,iHerb
2021/5/31,2021,Q2,May,31,Fish Oil,Omega,133,42.39,0.18,0,USA,Walmart
2021/5/31,2021,Q2,May,31,Multivitamin,Vitamin,129,23.03,0.21,3,USA,Walmart
2021/5/31,2021,Q2,May,31,Pre-Workout,Performance,160,51.09,0.19,2,USA,Amazon
2021/5/31,2021,Q2,May,31,BCAA,Amino Acid,144,16.09,0.13,2,USA,iHerb
2021/5/31,2021,Q2,May,31,Creatine,Performance,145,28.18,0.16,3,USA,Amazon
2021/5/31,2021,Q2,May,31,Zinc,Mineral,136,17.04,0.16,2,UK,Walmart
2021/5/31,2021,Q2,May,31,Collagen Peptides,Protein,173,57.51,0.02,2,Canada,Amazon
2021/5/31,2021,Q2,May,31,Magnesium,Mineral,151,51.58,0.04,0,UK,Walmart
2021/5/31,2021,Q2,May,31,Ashwagandha,Herbal,167,16.45,0.12,2,UK,iHerb
2021/5/31,2021,Q2,May,31,Melatonin,Sleep Aid,155,55.29,0.13,0,UK,Amazon
2021/5/31,2021,Q2,May,31,Biotin,Vitamin,171,46.59,0.18,1,USA,Amazon
